# k pHI_mu=0.17 pHI_mu=0.50 pHI_mu=0.83
7.662421106316565922e-01 1.605924899193548470e+02 1.310379377902476961e+02 1.095094829169728001e+02
7.968917950569229802e-01 1.528420420486600904e+02 1.257497118340163951e+02 9.822698583743841994e+01
8.275414794821891462e-01 1.425456770833333167e+02 1.160976562500000000e+02 8.753191455961152201e+01
8.581911639074555342e-01 1.380721734964622556e+02 1.076750197784810155e+02 8.459583027859237347e+01
8.888408483327217002e-01 1.303088055074971123e+02 1.014442518625827745e+02 7.314800372325042588e+01
9.194905327579880883e-01 1.234740339381720418e+02 9.685831497061967355e+01 7.153780402711323916e+01
9.501402171832542543e-01 1.175620684956395365e+02 9.339308241547131217e+01 6.533476391589692867e+01
9.807899016085206423e-01 1.156610975609756053e+02 8.668101092896175430e+01 6.068222456854642388e+01
1.011439586033786808e+00 1.143929092776816674e+02 8.411911992049469688e+01 5.576705645161290192e+01
1.042089270459053196e+00 1.029981879514446206e+02 7.416563151041667368e+01 5.143062751509054209e+01
1.072738954884319362e+00 1.042438171775477826e+02 7.448951099537036669e+01 4.830222121941435631e+01
1.103388639309585528e+00 1.025825127644055499e+02 7.054671648550724683e+01 4.603192660550458726e+01
1.134038323734851916e+00 9.633686098845107892e+01 6.625682734604104951e+01 4.274048246557659780e+01
1.164688008160118304e+00 9.760944900202977692e+01 6.652288296953517488e+01 4.003115603073838713e+01
1.195337692585384470e+00 9.147705607849394482e+01 6.040514389349489477e+01 3.848608343397745557e+01
1.225987377010650636e+00 9.062444002890174488e+01 5.944516132178527101e+01 3.513624022589052487e+01
1.256637061435917024e+00 8.728431056701030855e+01 5.775895445658036209e+01 3.365454787234042300e+01
1.287286745861183412e+00 8.350555971164308744e+01 5.366463278677277771e+01 3.106812943867795340e+01
1.317936430286449578e+00 8.393753167764825207e+01 5.338174604471756624e+01 2.995817422999242652e+01
1.348586114711715744e+00 8.174324642319275824e+01 5.110165805406066397e+01 2.768387368637629464e+01
1.379235799136982132e+00 7.946670560747664069e+01 4.876521211511948195e+01 2.619250136777240101e+01
1.409885483562248520e+00 7.671378255500673049e+01 4.834450162914691873e+01 2.465207561288483262e+01
1.440535167987514686e+00 7.488598741126885727e+01 4.476577792553191415e+01 2.425513613861386020e+01
1.471184852412780852e+00 7.297830504115226802e+01 4.421118386929460797e+01 2.325360923655470913e+01
1.501834536838047018e+00 7.295849264705881865e+01 4.174361162132644409e+01 2.184035726567105584e+01
1.532484221263313406e+00 7.231073348877046669e+01 4.066241930202095745e+01 2.018603765645742598e+01
1.563133905688579794e+00 6.815893536562731470e+01 3.944062210648147726e+01 1.905026963884204605e+01
1.593783590113845960e+00 6.809787643528184731e+01 3.808295530913978411e+01 1.922324585992754820e+01
1.624433274539112126e+00 6.590968441646818121e+01 3.580802343749999750e+01 1.743593990425713613e+01
1.655082958964378514e+00 6.690982922709294201e+01 3.547110143442623098e+01 1.710032779178376572e+01
1.685732643389644902e+00 6.476494097873670341e+01 3.488557846400394880e+01 1.646741618849237554e+01
1.716382327814911068e+00 6.336729153762775013e+01 3.336701968973747512e+01 1.603400154202004657e+01
1.747032012240177234e+00 6.245571864174365118e+01 3.199521404609101083e+01 1.500900427550872962e+01
1.777681696665443623e+00 6.190899169505962618e+01 3.115130478195164443e+01 1.448102631018321418e+01
1.808331381090710011e+00 6.191493199750830456e+01 3.100217443619361646e+01 1.403185029831700881e+01
1.838981065515976177e+00 6.071697788133368334e+01 3.013068460557299844e+01 1.324463656278824608e+01
1.869630749941242343e+00 5.950474215534980260e+01 2.889406137067630453e+01 1.274195491947901893e+01
1.900280434366508731e+00 5.761356246918145985e+01 2.818839445783877196e+01 1.217115246223845482e+01
1.930930118791775119e+00 5.689257476002953240e+01 2.714480808589931726e+01 1.191652403846153696e+01
1.961579803217041285e+00 5.633649708294824165e+01 2.660680898511342107e+01 1.109224020301490121e+01
1.992229487642307451e+00 5.660726786514337050e+01 2.592878199891067581e+01 1.093273399910484400e+01
2.022879172067573617e+00 5.521956150968309629e+01 2.434653721816976102e+01 1.039761563296752023e+01
2.053528856492840227e+00 5.406901397352385175e+01 2.448144531250000000e+01 1.014631953116869667e+01
2.084178540918106393e+00 5.352053693301134274e+01 2.445229698390733830e+01 9.725106687982243869e+00
2.114828225343372559e+00 5.257733292079208098e+01 2.332841124054161597e+01 9.422054006047792640e+00
2.145477909768638725e+00 5.201618836484116315e+01 2.246260563293021306e+01 9.090840028528235806e+00
2.176127594193904891e+00 5.165153607801691038e+01 2.205924083396656599e+01 8.691066165813122524e+00
2.206777278619171501e+00 5.053000548045304896e+01 2.107203655918889140e+01 8.463929597046222497e+00
2.237426963044437667e+00 5.020575561197220793e+01 2.082736311748086067e+01 8.231998654104980773e+00
2.268076647469703833e+00 4.984257608695652664e+01 2.069467165163376166e+01 7.827043766706907491e+00
2.298726331894970443e+00 4.927111903747870514e+01 1.964000878772290548e+01 7.600691004823843855e+00
2.329376016320236609e+00 4.832466759684832169e+01 1.975573326154232134e+01 7.466289953404724677e+00
2.360025700745502775e+00 4.890859235875020516e+01 1.916045871694995384e+01 7.337417670257403657e+00
2.390675385170768941e+00 4.845503565237945054e+01 1.855240440065224305e+01 7.012343588751290824e+00
2.421325069596035107e+00 4.814013924870465644e+01 1.827371590997510253e+01 6.888331449140998153e+00
2.451974754021301717e+00 4.691748791723304635e+01 1.766106513565319958e+01 6.537797382466499663e+00
2.482624438446567883e+00 4.655139079175079075e+01 1.732618205341632844e+01 6.472324012330145315e+00
2.513274122871834049e+00 4.655528677296993578e+01 1.662572666582806136e+01 6.240224599048291410e+00
2.543923807297100215e+00 4.598007055602359117e+01 1.665786700088219519e+01 6.013612979255579027e+00
2.574573491722366825e+00 4.606089711056976199e+01 1.594983027499313444e+01 5.860576188455008939e+00
2.605223176147632991e+00 4.441414611067606444e+01 1.575941755354309848e+01 5.717903820101846613e+00
2.635872860572899157e+00 4.517849679237946958e+01 1.564223921064400713e+01 5.585197368421052744e+00
2.666522544998165323e+00 4.476436904761904856e+01 1.540516597362762319e+01 5.543695082764559245e+00
2.697172229423431489e+00 4.454975813882063562e+01 1.492862596609324477e+01 5.395179937013425686e+00
2.727821913848698099e+00 4.429767096209560151e+01 1.476257984532072776e+01 5.272144770600664110e+00
2.758471598273964265e+00 4.365311001286700332e+01 1.434249331706183206e+01 5.170161115280475173e+00
2.789121282699230431e+00 4.219335400435380734e+01 1.413359448772426852e+01 5.022226193880468870e+00
2.819770967124497041e+00 4.364326114142792079e+01 1.395143860514902023e+01 4.915560891060976267e+00
2.850420651549763207e+00 4.306343515348940088e+01 1.371810474023090620e+01 4.802221255855608106e+00
2.881070335975029373e+00 4.269397565128094385e+01 1.324937125136314009e+01 4.701794584525673670e+00
2.911720020400295539e+00 4.243528894674683016e+01 1.325653020767363266e+01 4.585552444847995623e+00
2.942369704825561705e+00 4.240724237235367156e+01 1.279723217525399193e+01 4.523618089236880913e+00
2.973019389250827871e+00 4.182345141599119387e+01 1.249999760646446134e+01 4.442978962676020771e+00
3.003669073676094481e+00 4.218415664588281544e+01 1.242749702265214928e+01 4.297243973685502816e+00
3.034318758101360647e+00 4.156437328026729716e+01 1.215601102941176492e+01 4.260765334721332565e+00
3.064968442526626813e+00 4.154896286146286144e+01 1.190669746517027860e+01 4.210485488157956979e+00
3.095618126951893423e+00 4.146106818826197582e+01 1.191978478828038490e+01 4.113936850824834401e+00
3.126267811377159589e+00 4.165491291826658937e+01 1.157976804858576614e+01 4.035473955693285930e+00
3.156917495802425755e+00 4.120498684445237103e+01 1.135842677724037131e+01 3.963492060188269051e+00
3.187567180227691921e+00 4.152748101464905517e+01 1.129183440836298935e+01 3.915983525822864575e+00
3.218216864652958087e+00 4.117201651144907970e+01 1.102369138625895673e+01 3.850517741212146738e+00
3.248866549078224697e+00 4.125493840271877133e+01 1.085086959683675367e+01 3.821763350210164667e+00
3.279516233503490863e+00 4.188857211861559193e+01 1.071312489688170189e+01 3.707123210149505521e+00
3.310165917928757029e+00 4.163756245392742983e+01 1.041961175803792372e+01 3.669311688013237038e+00
3.340815602354023639e+00 4.136360960503403561e+01 1.035632802464675528e+01 3.636341407337442710e+00
3.371465286779289805e+00 4.120389706466476554e+01 1.036207470994041913e+01 3.619454358601448707e+00
3.402114971204555971e+00 4.213714179745451816e+01 1.005175398404422182e+01 3.580707886968760523e+00
3.432764655629822137e+00 4.133673199152542566e+01 9.942889106268177457e+00 3.498211974762031495e+00
3.463414340055088303e+00 4.219645133473304810e+01 1.002988556338028125e+01 3.467844784364808586e+00
3.494064024480354469e+00 4.192586121505613050e+01 9.832140198285879151e+00 3.472501903180833960e+00
3.524713708905621079e+00 4.218745033949726064e+01 9.680202057769072610e+00 3.426267543148488581e+00
3.555363393330887245e+00 4.233677399886396131e+01 9.647277346475924276e+00 3.335820995124034738e+00
3.586013077756153411e+00 4.256176338047698948e+01 9.396640874531314580e+00 3.374114758503519163e+00
3.616662762181420021e+00 4.244821121431028388e+01 9.366369026887714000e+00 3.300770936910680575e+00
3.647312446606686187e+00 4.270837588507625782e+01 9.288724196476598749e+00 3.273598453141548958e+00
3.677962131031952353e+00 4.385998993000528401e+01 9.204927327506291945e+00 3.272755136226117578e+00
3.708611815457218519e+00 4.425286466774716843e+01 9.023500841833397956e+00 3.228570391444910204e+00
3.739261499882484685e+00 4.414902303644763748e+01 9.096013957241467551e+00 3.220248267064599546e+00
3.769911184307751295e+00 4.452153295038505121e+01 9.050855659455027791e+00 3.203949752623451719e+00
3.800560868733017461e+00 4.486079898187236381e+01 8.925036596630761210e+00 3.219362444760837771e+00
3.831210553158283627e+00 4.565905568050574459e+01 8.817733397497594439e+00 3.231089803120356763e+00
3.861860237583550237e+00 4.638860338573156383e+01 8.786224431818181912e+00 3.202806640091634627e+00
3.892509922008816403e+00 4.733982801019198661e+01 8.740266178759577897e+00 3.206489461833751609e+00
