# k pHI_mu=0.17 pHI_mu=0.50 pHI_mu=0.83
7.355924262063904262e-01 1.776600005191029936e+02 1.402876324152542225e+02 1.144585626587637535e+02
7.662421106316565922e-01 1.685175151209677438e+02 1.367345564047987807e+02 1.055680680565760383e+02
7.968917950569229802e-01 1.614164315937940728e+02 1.244654307547814227e+02 8.807656359957776715e+01
8.275414794821891462e-01 1.469922499999999843e+02 1.134526582792207847e+02 7.969790794541191303e+01
8.581911639074555342e-01 1.429576853626179229e+02 9.991090783227848249e+01 7.280167247067448955e+01
8.888408483327217002e-01 1.314043667099192589e+02 9.427913734823400205e+01 6.677172498554077151e+01
9.194905327579880883e-01 1.251453461021505404e+02 8.945850861378205821e+01 5.799357472753855092e+01
9.501402171832542543e-01 1.203317890019379774e+02 7.957954181608606348e+01 5.372296958556149349e+01
9.807899016085206423e-01 1.228561585365853688e+02 7.432073229735883046e+01 4.967365246718522087e+01
1.011439586033786808e+00 1.112689905925605558e+02 6.844801098719081267e+01 4.380526545698924679e+01
1.042089270459053196e+00 1.134358321629213435e+02 6.390293619791667368e+01 3.920570611167001829e+01
1.072738954884319362e+00 1.069206682921974618e+02 6.040000482253086034e+01 3.530718825210589529e+01
1.103388639309585528e+00 1.007963165572574837e+02 5.609564651268116364e+01 3.206776949541284694e+01
1.134038323734851916e+00 9.695800781250000000e+01 5.230123946114369460e+01 2.900406626506024210e+01
1.164688008160118304e+00 9.487804465493911721e+01 4.944859060929648109e+01 2.716073964249916273e+01
1.195337692585384470e+00 9.058385848755584391e+01 4.736544862085458618e+01 2.426287993156199718e+01
1.225987377010650636e+00 8.745307080924855825e+01 4.530301478620474143e+01 2.231087776933101452e+01
1.256637061435917024e+00 8.326652885166093654e+01 4.182737914644012278e+01 2.042709884751772975e+01
1.287286745861183412e+00 8.210451237758432796e+01 3.997853492041712542e+01 1.934596507101884555e+01
1.317936430286449578e+00 7.845917543081601764e+01 3.663298411349371975e+01 1.826019707775814283e+01
1.348586114711715744e+00 7.625005490712850076e+01 3.614208506604696680e+01 1.614930995188655061e+01
1.379235799136982132e+00 7.345367260514018426e+01 3.269843247357536598e+01 1.522855476848652323e+01
1.409885483562248520e+00 7.011304445442299027e+01 3.065401177428909918e+01 1.416929429161915621e+01
1.440535167987514686e+00 6.887418200976043181e+01 2.981479388297872291e+01 1.311103204070406925e+01
1.471184852412780852e+00 6.683568029835390689e+01 2.786153073132780023e+01 1.214822741731918399e+01
1.501834536838047018e+00 6.431065563725489653e+01 2.770371450555996518e+01 1.143778400717233268e+01
1.532484221263313406e+00 6.395362461933765275e+01 2.564550488866018085e+01 1.091422918049497426e+01
1.563133905688579794e+00 6.202025334075723606e+01 2.450187499999999829e+01 9.958859582864905136e+00
1.593783590113845960e+00 6.086456702331246049e+01 2.299723342293906825e+01 9.548274565508021894e+00
1.624433274539112126e+00 5.941812159748213418e+01 2.187414322916666620e+01 8.869846875534278752e+00
1.655082958964378514e+00 5.881622857613710664e+01 2.164927254098360621e+01 8.527319210819969797e+00
1.685732643389644902e+00 5.564840818480300300e+01 2.009938594058185402e+01 7.944911496816538410e+00
1.716382327814911068e+00 5.447534550170330903e+01 1.939249888126491683e+01 7.584246096761757094e+00
1.747032012240177234e+00 5.374341891599306820e+01 1.850082044924153735e+01 7.114292060542646290e+00
1.777681696665443623e+00 5.184817309057353896e+01 1.754084808578008037e+01 6.610572228731714794e+00
1.808331381090710011e+00 5.079252318660022070e+01 1.725877617058580782e+01 6.261839456304317153e+00
1.838981065515976177e+00 5.002196688763455512e+01 1.605029782345630807e+01 6.055854896890235928e+00
1.869630749941242343e+00 4.812665573559671373e+01 1.566940359608931388e+01 5.796335653791864218e+00
1.900280434366508731e+00 4.973083086785010209e+01 1.482922423652324362e+01 5.363563687786307099e+00
1.930930118791775119e+00 4.713959051193698713e+01 1.447288726478494603e+01 5.187772596153846116e+00
1.961579803217041285e+00 4.511182272412199268e+01 1.401540716564272238e+01 5.028354943975973157e+00
1.992229487642307451e+00 4.591244189628136496e+01 1.341177747140522847e+01 4.660060527861697999e+00
2.022879172067573617e+00 4.373853914502640805e+01 1.293503830266357113e+01 4.513288871106308164e+00
2.053528856492840227e+00 4.349962570918260241e+01 1.249585086567324232e+01 4.346527750676449031e+00
2.084178540918106393e+00 4.375358633452331247e+01 1.172633027111521109e+01 4.159498533453123592e+00
2.114828225343372559e+00 4.250466893564356496e+01 1.163605292960971660e+01 3.984330824687776662e+00
2.145477909768638725e+00 4.101844791463652484e+01 1.100482550431205375e+01 3.821655475836340354e+00
2.176127594193904891e+00 4.110527358762490735e+01 1.063338092467705209e+01 3.644003949656971830e+00
2.206777278619171501e+00 4.016018622122761883e+01 1.017423773177749347e+01 3.504700747561309448e+00
2.237426963044437667e+00 3.873546900053447217e+01 9.907690456388989375e+00 3.369938172947510413e+00
2.268076647469703833e+00 3.890324456521739194e+01 9.737557968856364710e+00 3.220096320707941828e+00
2.298726331894970443e+00 3.832225298126064672e+01 9.360680432313099431e+00 3.058174826643121680e+00
2.329376016320236609e+00 3.765883535784634972e+01 8.948032760747741676e+00 3.029905979216054757e+00
2.360025700745502775e+00 3.707798081593006145e+01 8.884411517351274767e+00 2.920204765290890236e+00
2.390675385170768941e+00 3.570316931925621873e+01 8.498138845251352436e+00 2.818000131479717396e+00
2.421325069596035107e+00 3.537732160545564852e+01 8.206177783613446408e+00 2.691257544652993605e+00
2.451974754021301717e+00 3.523719273901223659e+01 8.017248668350044127e+00 2.630322187996820382e+00
2.482624438446567883e+00 3.430027311075857455e+01 7.743475069665604948e+00 2.541137651430728006e+00
2.513274122871834049e+00 3.415421291093004186e+01 7.354507349769982660e+00 2.465852738367994679e+00
2.543923807297100215e+00 3.372480518112890024e+01 7.340387698493485935e+00 2.374721235919680762e+00
2.574573491722366825e+00 3.351771425429692641e+01 7.120760093380939182e+00 2.351001432512733302e+00
2.605223176147632991e+00 3.283089434873401302e+01 6.899636125892384619e+00 2.241372688434418947e+00
2.635872860572899157e+00 3.256287462739761196e+01 6.672879264630718232e+00 2.186863042864061857e+00
2.666522544998165323e+00 3.275301785714285785e+01 6.521231402573993918e+00 2.133861010556866500e+00
2.697172229423431489e+00 3.176316031941031781e+01 6.308762718929195046e+00 2.057313377367743890e+00
2.727821913848698099e+00 3.142137327981651396e+01 6.247727587212780875e+00 2.017216976682764784e+00
2.758471598273964265e+00 3.086368288688735717e+01 5.950785971641097127e+00 1.918794307161987067e+00
2.789121282699230431e+00 3.067310666819431830e+01 5.864227381373938286e+00 1.899302750571918885e+00
2.819770967124497041e+00 3.059604152455661463e+01 5.753678617104092119e+00 1.857495129674092249e+00
2.850420651549763207e+00 3.013018992932862261e+01 5.675373626221136725e+00 1.796748307901625763e+00
2.881070335975029373e+00 3.019496878715814603e+01 5.463055905806979418e+00 1.758287678513579255e+00
2.911720020400295539e+00 2.995505421945458480e+01 5.443075703900148277e+00 1.706443473399246846e+00
2.942369704825561705e+00 2.948053523246160168e+01 5.313522525528716400e+00 1.707475064173675117e+00
2.973019389250827871e+00 2.869558691083758717e+01 5.120822083716299211e+00 1.635333532592237349e+00
3.003669073676094481e+00 2.870241983372921624e+01 5.082456965171106233e+00 1.598842949150670156e+00
3.034318758101360647e+00 2.875938789799528550e+01 4.935651424632352402e+00 1.557372096443354836e+00
3.064968442526626813e+00 2.872733474295974077e+01 4.883294356496710620e+00 1.515014283425886399e+00
3.095618126951893423e+00 2.845800550515074079e+01 4.739839709549316105e+00 1.457838588176199712e+00
3.126267811377159589e+00 2.841050409124154186e+01 4.634379989735401217e+00 1.456968968883922466e+00
3.156917495802425755e+00 2.775621543881555553e+01 4.565028831675488341e+00 1.430685353392389336e+00
3.187567180227691921e+00 2.757450065156825758e+01 4.499980885787366880e+00 1.373920060561033774e+00
3.218216864652958087e+00 2.771085205912508798e+01 4.381960881525077234e+00 1.377866413023747461e+00
3.248866549078224697e+00 2.775760673322005090e+01 4.324722771397173204e+00 1.343958887270199298e+00
3.279516233503490863e+00 2.780626260080645551e+01 4.238800386178023238e+00 1.312504277216256066e+00
3.310165917928757029e+00 2.776127754115816160e+01 4.095757870465787320e+00 1.286331300813008172e+00
3.340815602354023639e+00 2.734711393857843831e+01 4.032786972643705781e+00 1.261554623806919961e+00
3.371465286779289805e+00 2.742021419208770538e+01 4.000155564048291090e+00 1.218246279408564003e+00
3.402114971204555971e+00 2.722223198250956600e+01 3.907380466422298859e+00 1.215124687829886030e+00
3.432764655629822137e+00 2.719452983126513601e+01 3.872795746115873516e+00 1.197134596969926967e+00
3.463414340055088303e+00 2.731049883773244957e+01 3.790175013899184542e+00 1.183327251705589056e+00
3.494064024480354469e+00 2.711842165602758925e+01 3.709532804782829540e+00 1.163200479463990744e+00
3.524713708905621079e+00 2.727450745810459409e+01 3.709428188294648265e+00 1.161235806714589369e+00
3.555363393330887245e+00 2.764083578883839820e+01 3.678536614619678957e+00 1.135402091971562832e+00
3.586013077756153411e+00 2.715080768164171232e+01 3.584431632759338626e+00 1.110275343152976602e+00
3.616662762181420021e+00 2.755559640522875853e+01 3.533973164530510136e+00 1.103031512515000756e+00
3.647312446606686187e+00 2.730688316993464326e+01 3.523196905258203060e+00 1.065792866385937288e+00
3.677962131031952353e+00 2.758439811146328680e+01 3.514349817077208726e+00 1.068091927451576773e+00
3.708611815457218519e+00 2.805225081037277235e+01 3.423137750098077525e+00 1.048943369338304565e+00
3.739261499882484685e+00 2.790921778747433279e+01 3.454298173255145432e+00 1.053263068218285525e+00
3.769911184307751295e+00 2.834907800467112438e+01 3.379649358994575525e+00 1.033072457103015651e+00
3.800560868733017461e+00 2.874409260926248066e+01 3.315826966432865675e+00 1.023549947678399130e+00
3.831210553158283627e+00 2.891623989423135299e+01 3.365764247097569939e+00 1.021644465271249747e+00
3.861860237583550237e+00 2.919163202841596316e+01 3.301500236742424210e+00 1.007375495911339014e+00
3.892509922008816403e+00 2.944536434877933218e+01 3.225996346309266904e+00 1.005510621216595402e+00
