# k pHI_mu=0.17 pHI_mu=0.50 pHI_mu=0.83
7.355924262063904262e-01 1.840999922134551525e+02 1.561085672669491373e+02 1.373939722692633438e+02
7.662421106316565922e-01 1.733735910007331427e+02 1.502542085913312917e+02 1.277545922116091077e+02
7.968917950569229802e-01 1.679142057475317245e+02 1.368844774590163809e+02 1.092658339197748063e+02
8.275414794821891462e-01 1.531896979166666597e+02 1.229852374188311757e+02 9.685808774279972511e+01
8.581911639074555342e-01 1.466941056161556673e+02 1.102901700949367125e+02 8.852165505865102091e+01
8.888408483327217002e-01 1.350409097462514580e+02 1.033971354166666714e+02 7.759975961538461320e+01
9.194905327579880883e-01 1.270915322580645181e+02 1.001076305422008659e+02 7.338310738968634439e+01
9.501402171832542543e-01 1.238531825339147332e+02 8.898199763063524870e+01 6.606946554448225584e+01
9.807899016085206423e-01 1.247126143292682912e+02 8.250670964253187378e+01 6.067612117160913954e+01
1.011439586033786808e+00 1.145029600994809726e+02 7.608720737632508246e+01 5.314852150537634401e+01
1.042089270459053196e+00 1.150740243780096250e+02 7.119105468749999943e+01 4.797401911468812585e+01
1.072738954884319362e+00 1.040073584295382148e+02 6.861829065393517624e+01 4.340167782290412646e+01
1.103388639309585528e+00 1.017883046134208627e+02 6.143177649456522005e+01 3.981440940366972114e+01
1.134038323734851916e+00 9.889400050951086030e+01 5.800073886546920932e+01 3.649336811531841818e+01
1.164688008160118304e+00 9.525801336265223540e+01 5.407109276853014990e+01 3.432121825927163172e+01
1.195337692585384470e+00 8.970233726866624124e+01 5.342014608577805745e+01 2.978605324074074190e+01
1.225987377010650636e+00 8.665502167630057784e+01 5.105671133739075884e+01 2.812468098392701776e+01
1.256637061435917024e+00 8.376140105956471871e+01 4.671001045037755972e+01 2.564028147163120508e+01
1.287286745861183412e+00 8.129867723068552721e+01 4.327558143523600620e+01 2.383143480264954661e+01
1.317936430286449578e+00 7.930228395843892031e+01 4.072235796940375963e+01 2.208347008331229588e+01
1.348586114711715744e+00 7.633425891064256064e+01 3.958009723581213279e+01 1.976361104076981334e+01
1.379235799136982132e+00 7.280035046728971793e+01 3.684275907628676094e+01 1.913988712278276694e+01
1.409885483562248520e+00 7.091639537494386047e+01 3.458365669431280054e+01 1.742664980045610079e+01
1.440535167987514686e+00 6.950859582963620653e+01 3.327229388297872248e+01 1.570512754400439981e+01
1.471184852412780852e+00 6.746902006172840061e+01 3.110262577800829931e+01 1.501756323408201155e+01
1.501834536838047018e+00 6.601967524509804264e+01 2.975429718526608269e+01 1.417880170465710421e+01
1.532484221263313406e+00 6.531026955652836818e+01 2.797495731193862412e+01 1.350155716622415980e+01
1.563133905688579794e+00 6.254435203229398610e+01 2.717211516203703425e+01 1.209397103944163376e+01
1.593783590113845960e+00 5.988692806193459006e+01 2.625779849910394148e+01 1.163298904605830586e+01
1.624433274539112126e+00 5.891833425484858822e+01 2.405420833333333164e+01 1.086223740169259599e+01
1.655082958964378514e+00 5.784380664963743612e+01 2.304627561475409792e+01 1.003689659447842608e+01
1.685732643389644902e+00 5.537598694496560370e+01 2.148003086990467025e+01 9.551801259628989627e+00
1.716382327814911068e+00 5.398183454629916156e+01 2.117166523717184035e+01 8.747852616615265475e+00
1.747032012240177234e+00 5.362336262269052867e+01 2.020793830221703402e+01 8.330157332407273074e+00
1.777681696665443623e+00 5.183079127626348992e+01 1.959531969631548876e+01 7.762806685840080156e+00
1.808331381090710011e+00 5.074906561461794041e+01 1.820595477516501504e+01 7.393069302662435227e+00
1.838981065515976177e+00 5.011822328695195949e+01 1.769167811355311315e+01 7.083015919422849471e+00
1.869630749941242343e+00 4.825733828446502116e+01 1.703447663913268073e+01 6.592742986494289248e+00
1.900280434366508731e+00 4.863537429117356936e+01 1.630184764465875347e+01 6.317147165562708722e+00
1.930930118791775119e+00 4.636747015751907242e+01 1.550463556940371390e+01 6.007488461538461166e+00
1.961579803217041285e+00 4.532466641635859617e+01 1.496035968513705150e+01 5.748532618112510484e+00
1.992229487642307451e+00 4.616804925515233293e+01 1.427401620370370416e+01 5.432556978712095308e+00
2.022879172067573617e+00 4.442154833296655170e+01 1.379365951038903582e+01 5.059707903780068960e+00
2.053528856492840227e+00 4.371985645618827476e+01 1.346781363904373841e+01 4.956147475673847502e+00
2.084178540918106393e+00 4.383032667471650967e+01 1.281697881431939301e+01 4.560965328057287493e+00
2.114828225343372559e+00 4.231304764851485345e+01 1.223114001518319327e+01 4.564125267356672566e+00
2.145477909768638725e+00 4.041813852075618740e+01 1.174820873190919990e+01 4.246654561469813238e+00
2.176127594193904891e+00 4.047095383358954734e+01 1.143204505247910419e+01 4.051616173664122300e+00
2.206777278619171501e+00 3.988644900895140921e+01 1.083489707024113891e+01 3.924533059075576702e+00
2.237426963044437667e+00 3.892260711740602375e+01 1.069735035772876408e+01 3.787436560677433839e+00
2.268076647469703833e+00 3.889765760869565270e+01 1.045283249659632396e+01 3.603903824803828648e+00
2.298726331894970443e+00 3.759150606899488878e+01 9.888082454561041956e+00 3.452665362003617844e+00
2.329376016320236609e+00 3.647467990807616189e+01 9.747743026513884246e+00 3.355096102754843379e+00
2.360025700745502775e+00 3.705349734903674630e+01 9.353909077943027839e+00 3.162380918159445109e+00
2.390675385170768941e+00 3.530408180349826353e+01 8.984750959473432275e+00 3.083148207410495001e+00
2.421325069596035107e+00 3.517864694452910612e+01 8.661950717787116005e+00 2.969056279800196929e+00
2.451974754021301717e+00 3.513091866787494411e+01 8.300115425022116966e+00 2.803842018226209376e+00
2.482624438446567883e+00 3.432552684237091967e+01 8.266372548132599363e+00 2.729377392785246936e+00
2.513274122871834049e+00 3.326584890418656926e+01 7.873898769946809040e+00 2.640151348255199260e+00
2.543923807297100215e+00 3.356688781241224717e+01 7.738914796247286176e+00 2.563735034195060436e+00
2.574573491722366825e+00 3.324434970902693465e+01 7.344003192804174240e+00 2.557783319185059412e+00
2.605223176147632991e+00 3.205364338619159525e+01 7.125328447250132591e+00 2.412029679033100393e+00
2.635872860572899157e+00 3.239402297174702028e+01 6.993692399533605553e+00 2.289309967307071592e+00
2.666522544998165323e+00 3.183547817460317475e+01 6.803369770585630860e+00 2.226082597116795014e+00
2.697172229423431489e+00 3.148732340294840171e+01 6.604890749657193361e+00 2.175908161818794984e+00
2.727821913848698099e+00 3.078161780239014789e+01 6.515373029110818948e+00 2.086479870962873573e+00
2.758471598273964265e+00 3.078689393496315674e+01 6.287470762145513703e+00 2.037865723777149807e+00
2.789121282699230431e+00 3.001479792048579398e+01 6.093935353222379447e+00 2.000991698241349592e+00
2.819770967124497041e+00 3.026970355843565130e+01 6.022891876112099752e+00 1.898072336548843442e+00
2.850420651549763207e+00 2.927319939818904615e+01 5.795011638959813638e+00 1.869294227059796087e+00
2.881070335975029373e+00 2.931837436493352200e+01 5.656827630861505085e+00 1.830388056125479279e+00
2.911720020400295539e+00 2.925905223319733750e+01 5.571498723480051041e+00 1.768877581046542913e+00
2.942369704825561705e+00 2.880638685657949338e+01 5.368288587886170582e+00 1.740377173520458065e+00
2.973019389250827871e+00 2.837482175022515918e+01 5.245554007735907298e+00 1.688217253192348499e+00
3.003669073676094481e+00 2.878555831848772684e+01 5.136004034610150093e+00 1.643650047253178759e+00
3.034318758101360647e+00 2.840822155070754818e+01 5.105821844362744777e+00 1.597414864423692960e+00
3.064968442526626813e+00 2.777596980721980557e+01 4.899427667859907132e+00 1.548754612819782661e+00
3.095618126951893423e+00 2.815838235989036775e+01 4.804305100203176693e+00 1.551217276871739603e+00
3.126267811377159589e+00 2.783205910586944398e+01 4.750725650091240482e+00 1.491879604482512445e+00
3.156917495802425755e+00 2.731945125758116077e+01 4.602573105835918277e+00 1.462154072865325727e+00
3.187567180227691921e+00 2.726304259908331318e+01 4.561248887900355875e+00 1.385984866073438848e+00
3.218216864652958087e+00 2.728137282125769048e+01 4.382239090220914512e+00 1.394570040549053758e+00
3.248866549078224697e+00 2.704661480458793577e+01 4.298267203391656466e+00 1.365018356207277295e+00
3.279516233503490863e+00 2.686479859711021589e+01 4.297267494019138212e+00 1.332227343914508477e+00
3.310165917928757029e+00 2.720998853304938692e+01 4.190078511438581899e+00 1.306400124989786304e+00
3.340815602354023639e+00 2.653002809878106660e+01 4.103284185332369383e+00 1.275221916012129642e+00
3.371465286779289805e+00 2.699453596679377299e+01 4.102375842740671352e+00 1.256781097886738863e+00
3.402114971204555971e+00 2.633856972749277858e+01 3.960708711482672228e+00 1.210467259402979057e+00
3.432764655629822137e+00 2.626512371368038856e+01 3.891584372129955671e+00 1.200540881337934795e+00
3.463414340055088303e+00 2.659457717831433499e+01 3.843646335248332324e+00 1.164717470808186883e+00
3.494064024480354469e+00 2.631899121358867077e+01 3.797053175842533435e+00 1.146351668264115498e+00
3.524713708905621079e+00 2.647223074978330004e+01 3.672019087725458597e+00 1.130993088022015591e+00
3.555363393330887245e+00 2.688169864740130421e+01 3.691242149337055078e+00 1.126712399233014139e+00
3.586013077756153411e+00 2.685111186217415735e+01 3.601677501388695912e+00 1.106861149817100598e+00
3.616662762181420021e+00 2.670305297557619539e+01 3.575177353980913963e+00 1.091021652130121700e+00
3.647312446606686187e+00 2.652094609545207149e+01 3.523982778039268293e+00 1.072572116616556714e+00
3.677962131031952353e+00 2.683822594756999536e+01 3.468497032677791303e+00 1.062849338908711250e+00
3.708611815457218519e+00 2.706987641815235079e+01 3.456042300085000463e+00 1.055552276761055230e+00
3.739261499882484685e+00 2.715806275667351244e+01 3.434628109820401676e+00 1.037590557908924627e+00
3.769911184307751295e+00 2.751615365799772661e+01 3.361204930538034485e+00 1.030433864195001936e+00
3.800560868733017461e+00 2.729664801651353656e+01 3.309570801759769143e+00 1.014300791826159953e+00
3.831210553158283627e+00 2.791977691325755018e+01 3.324465945320019600e+00 1.003017254450071283e+00
3.861860237583550237e+00 2.790822060157194784e+01 3.290130208333333250e+00 9.986696680523106107e-01
3.892509922008816403e+00 2.835011258592083294e+01 3.273672988131584916e+00 1.000484229661892766e+00
