# k pHI_mu=0.17 pHI_mu=0.50 pHI_mu=0.83
1.011439586033786808e+00 1.075096101859861619e+02 6.351750910998233479e+01 3.764119623655913927e+01
1.042089270459053196e+00 9.832147873194220722e+01 6.192722656250000313e+01 3.431512512575452689e+01
1.072738954884319362e+00 1.029704667595541423e+02 5.904838806905863891e+01 3.130967646911351565e+01
1.103388639309585528e+00 9.332842131655725382e+01 5.302579257246377153e+01 2.881535550458715633e+01
1.134038323734851916e+00 9.282759425951086030e+01 5.189200536107038175e+01 2.752899096385542421e+01
1.164688008160118304e+00 8.861779537381598004e+01 4.904310615577889365e+01 2.511275006264617460e+01
1.195337692585384470e+00 8.656978900765794549e+01 4.593061922034438282e+01 2.415219404186795416e+01
1.225987377010650636e+00 8.211884934971098460e+01 4.204730902777777857e+01 2.162897525702287638e+01
1.256637061435917024e+00 8.123062535796105976e+01 4.107960406553397803e+01 2.031430407801418525e+01
1.287286745861183412e+00 8.006797470076169532e+01 3.893358946212953242e+01 1.852982663548210596e+01
1.317936430286449578e+00 7.506494709832742274e+01 3.701035401412133297e+01 1.789860120550365963e+01
1.348586114711715744e+00 7.376987638052207785e+01 3.459973550636007644e+01 1.685462300582425854e+01
1.379235799136982132e+00 7.279761244158878242e+01 3.321617934283088402e+01 1.573951854411425799e+01
1.409885483562248520e+00 7.160000841939829286e+01 3.186673948459715788e+01 1.471697281214367159e+01
1.440535167987514686e+00 6.646278837622006108e+01 3.058778257978723403e+01 1.359238947332233138e+01
1.471184852412780852e+00 6.785291280864197461e+01 2.848789224585062030e+01 1.287176826833917076e+01
1.501834536838047018e+00 6.270588235294117396e+01 2.833186060365369130e+01 1.260175362915111030e+01
1.532484221263313406e+00 6.442951798629616178e+01 2.661503555389221631e+01 1.137601045420064416e+01
1.563133905688579794e+00 6.179030368411284257e+01 2.559552951388888786e+01 1.079106942102304600e+01
1.593783590113845960e+00 6.103550147877523102e+01 2.464430443548387117e+01 1.063881169678281857e+01
1.624433274539112126e+00 5.971446495406600974e+01 2.305454427083333258e+01 9.897902552786801422e+00
1.655082958964378514e+00 5.866344965392220701e+01 2.289164959016393297e+01 9.493166484129607952e+00
1.685732643389644902e+00 5.686008345059411795e+01 2.142409521901709368e+01 9.171930882526332596e+00
1.716382327814911068e+00 5.674507877825951851e+01 2.176958252535799687e+01 8.428879746530453687e+00
1.747032012240177234e+00 5.520068472142032334e+01 2.078065745332555281e+01 8.169748520710058415e+00
1.777681696665443623e+00 5.240503442646223675e+01 1.955535990572827032e+01 7.894617241869053004e+00
1.808331381090710011e+00 5.212031942137319618e+01 1.886449308993399399e+01 7.535439155400744049e+00
1.838981065515976177e+00 5.232658670254660649e+01 1.823736754317111419e+01 7.036334970845961045e+00
1.869630749941242343e+00 5.132692740483539495e+01 1.800770561757873267e+01 6.725806112055690456e+00
1.900280434366508731e+00 4.909564919255424087e+01 1.698383407517309607e+01 6.478683201529032765e+00
1.930930118791775119e+00 4.808416271843464784e+01 1.641051518206256077e+01 6.178306249999999444e+00
1.961579803217041285e+00 4.800224916243068662e+01 1.581605549976370639e+01 6.039266904672519587e+00
1.992229487642307451e+00 4.671579931115591222e+01 1.525199822984749431e+01 5.798946794226250034e+00
2.022879172067573617e+00 4.636002145686619969e+01 1.485552919153403906e+01 5.489177596025939465e+00
2.053528856492840227e+00 4.524353199201512865e+01 1.454624182568610635e+01 5.453348179441149135e+00
2.084178540918106393e+00 4.528158468080638954e+01 1.395578201875768620e+01 5.213033274759538926e+00
2.114828225343372559e+00 4.484608601485148682e+01 1.384774958930704791e+01 4.993868466663388794e+00
2.145477909768638725e+00 4.341311391541609765e+01 1.304785078806502696e+01 4.854373415098019784e+00
2.176127594193904891e+00 4.263940898827824810e+01 1.285679556895896702e+01 4.696697748574741205e+00
2.206777278619171501e+00 4.225970211454146863e+01 1.246393604996346305e+01 4.504221769874191317e+00
2.237426963044437667e+00 4.247710114911811985e+01 1.190076230974298177e+01 4.320204197510093991e+00
2.268076647469703833e+00 4.142073913043478228e+01 1.195853764252893114e+01 4.304940798266793323e+00
2.298726331894970443e+00 4.024051054088585744e+01 1.145531791195130289e+01 4.037398920018951287e+00
2.329376016320236609e+00 4.054314572390019578e+01 1.094101288056206123e+01 4.077070603081828004e+00
2.360025700745502775e+00 3.997860510765743669e+01 1.089189757436260564e+01 3.870922912632130952e+00
2.390675385170768941e+00 3.974898311928773609e+01 1.055272008232580383e+01 3.719895796122092868e+00
2.421325069596035107e+00 3.856150944833891714e+01 1.031580687830687815e+01 3.668189886380837539e+00
2.451974754021301717e+00 3.785171943437547526e+01 1.008157047146859320e+01 3.524394470626087905e+00
2.482624438446567883e+00 3.806103529708681776e+01 9.935326342646206399e+00 3.407077926162915826e+00
2.513274122871834049e+00 3.720956114779432511e+01 9.658067226135710115e+00 3.287850557366937210e+00
2.543923807297100215e+00 3.670055154802022201e+01 9.500373235613464473e+00 3.182044969565521519e+00
2.574573491722366825e+00 3.665144133170930019e+01 9.174195576421313447e+00 3.149870278013582325e+00
2.605223176147632991e+00 3.580961645131819893e+01 8.878276209677419928e+00 3.063747337517137570e+00
2.635872860572899157e+00 3.613681797563504716e+01 8.583983875862509549e+00 2.979476105908944294e+00
2.666522544998165323e+00 3.485500396825396763e+01 8.474698804705285582e+00 2.943919635453211558e+00
2.697172229423431489e+00 3.501960995085995165e+01 8.266345674395413567e+00 2.820893899803837535e+00
2.727821913848698099e+00 3.501648509174312096e+01 8.114779050981331565e+00 2.756385592740718149e+00
2.758471598273964265e+00 3.459737615510586295e+01 7.917663659344490235e+00 2.669894858437812601e+00
2.789121282699230431e+00 3.387634266154903884e+01 7.770061489317752645e+00 2.638061195310266172e+00
2.819770967124497041e+00 3.401163881309685877e+01 7.700076283084963613e+00 2.553649503466500104e+00
2.850420651549763207e+00 3.415094619589222447e+01 7.496474487955151034e+00 2.498609723753100198e+00
2.881070335975029373e+00 3.338727569992433075e+01 7.281045528898582475e+00 2.483760621389234036e+00
2.911720020400295539e+00 3.284574296757569556e+01 7.083875936774330029e+00 2.401010349408124966e+00
2.942369704825561705e+00 3.260198409609796499e+01 7.103303020682147917e+00 2.368533454156132034e+00
2.973019389250827871e+00 3.268381929850895773e+01 6.883729224111520217e+00 2.316122936960581580e+00
3.003669073676094481e+00 3.298248527810768138e+01 6.777460717237021370e+00 2.289367421081054399e+00
3.034318758101360647e+00 3.235898498919025457e+01 6.748596813725489696e+00 2.195465146540679147e+00
3.064968442526626813e+00 3.246835132772632448e+01 6.503774731520898023e+00 2.206000596255161650e+00
3.095618126951893423e+00 3.234510561383611815e+01 6.436352079100480239e+00 2.144231997873290663e+00
3.126267811377159589e+00 3.230754022673249182e+01 6.280730354698905060e+00 2.094013704725588898e+00
3.156917495802425755e+00 3.189924021138066124e+01 6.163020880863295581e+00 2.071181480618089932e+00
3.187567180227691921e+00 3.211745641233036963e+01 6.179624249332740682e+00 2.014509883380611655e+00
3.218216864652958087e+00 3.188477230006835583e+01 5.958178069558171863e+00 1.978321672254730101e+00
3.248866549078224697e+00 3.152896399745114664e+01 5.998372451947940220e+00 1.988205125143293950e+00
3.279516233503490863e+00 3.176957587785618387e+01 5.822272392138260422e+00 1.921855917035165451e+00
3.310165917928757029e+00 3.153411673765254974e+01 5.761495259686727266e+00 1.887227997201454510e+00
3.340815602354023639e+00 3.105521311540288210e+01 5.565070297447013203e+00 1.863440638049314035e+00
3.371465286779289805e+00 3.154629657213219218e+01 5.587881438146754753e+00 1.822256890854406786e+00
3.402114971204555971e+00 3.130873740922932669e+01 5.535597288105692293e+00 1.816519266577393710e+00
3.432764655629822137e+00 3.126964711334746028e+01 5.458368810270932237e+00 1.788270554438924576e+00
3.463414340055088303e+00 3.154403025644870695e+01 5.391929785952557452e+00 1.758749051148929876e+00
3.494064024480354469e+00 3.164897919876733567e+01 5.273843218877106054e+00 1.740911594957258668e+00
3.524713708905621079e+00 3.153894737792545655e+01 5.197853526020106862e+00 1.738115445852700613e+00
3.555363393330887245e+00 3.169268762425447150e+01 5.185071201151430387e+00 1.693342483183257974e+00
3.586013077756153411e+00 3.186316859054354111e+01 5.134068293466184763e+00 1.689789086066710633e+00
3.616662762181420021e+00 3.208238734090127053e+01 5.008860080280022942e+00 1.666150431810389021e+00
3.647312446606686187e+00 3.270938010620915293e+01 4.964482332571274803e+00 1.632362071432231998e+00
3.677962131031952353e+00 3.297776966125198328e+01 4.940322991160111421e+00 1.632281843985333269e+00
3.708611815457218519e+00 3.248166936790924098e+01 4.875610942199554820e+00 1.617814490122494009e+00
3.739261499882484685e+00 3.306773373331622423e+01 4.871430297679918198e+00 1.621168713496036640e+00
3.769911184307751295e+00 3.349911627319782781e+01 4.801979192948151898e+00 1.611932717911952917e+00
3.800560868733017461e+00 3.359511966103799807e+01 4.772118455661321867e+00 1.604620104331994979e+00
3.831210553158283627e+00 3.420070208497963193e+01 4.724878658114773700e+00 1.576561173317766906e+00
3.861860237583550237e+00 3.406192941354292714e+01 4.704180871212121140e+00 1.570451412067239261e+00
3.892509922008816403e+00 3.483107297345342346e+01 4.678067846773227956e+00 1.575232540971504447e+00
